,ID Pedido,Data Pedido,ID Loja,Produto,Marca,Quantidade,Preço Unitário,Preço Total ,Formas de Pagamento,Status de Pagemnto
3045,10515,2021-03-31,3,Sennheiser Momentum 3,Sennheiser,5,3742.73,18713.65,Pix,Concluído
3046,11119,2021-03-31,5,LG C1 OLED TV,LG,2,8202.9,16405.8,Débito,Concluído
3047,11499,2021-03-31,3,HP Spectre x360,HP,2,5063.52,10127.04,Débito,Concluído
3048,559,2021-04-01,3,Microsoft Surface Laptop 4,Microsoft,1,4255.67,4255.67,Crédito,Concluído
3049,885,2021-04-01,1,Samsung Galaxy Watch 4,Samsung,4,1806.88,7227.52,Débito,Concluído
3050,1068,2021-04-01,3,Google Pixel 6 Pro,Google,1,5531.18,5531.18,Crédito,Concluído
3051,1149,2021-04-01,5,OnePlus 9 Pro,OnePlus,5,6655.43,33277.15,Crédito,Concluído
3052,1838,2021-04-01,4,Apple AirPods Pro,Apple,1,2418.86,2418.86,Débito,Concluído
3053,2060,2021-04-01,1,iPhone 12 Pro Max (512GB),Apple,5,6191.82,30959.1,Débito,Concluído
3054,2274,2021-04-01,5,Microsoft Surface Laptop 4,Microsoft,2,1696.33,3392.66,Débito,Concluído
3055,2841,2021-04-01,3,Garmin Fenix 7,Garmin,4,7144.87,28579.48,Pix,Concluído
3056,3322,2021-04-01,5,Jabra Elite 85t,Jabra,1,4898.94,4898.94,Crédito,Concluído
3057,3324,2021-04-01,5,iPhone SE (2020),Apple,3,8827.26,26481.78,Pix,Concluído
3058,3394,2021-04-01,4,Xiaomi Mi 11 Ultra,Xiaomi,1,7578.23,7578.23,Crédito,Concluído
3059,3458,2021-04-01,2,Jabra Elite 85t,Jabra,5,9197.95,45989.75,Pix,Concluído
3060,3472,2021-04-01,3,LG C1 OLED TV,LG,1,7038.66,7038.66,Pix,Concluído
3061,3487,2021-04-01,3,HP Spectre x360,HP,3,5953.73,17861.19,Pix,Concluído
3062,3620,2021-04-01,4,Dell XPS 17,Dell,1,4077.86,4077.86,Débito,Concluído
3063,4045,2021-04-01,2,Xiaomi Mi 11 Ultra,Xiaomi,1,8391.92,8391.92,Pix,Concluído
3064,4225,2021-04-01,4,Dell XPS 17,Dell,1,2985.55,2985.55,Pix,Concluído
3065,4726,2021-04-01,2,iPhone 13 Pro (256GB),Apple,3,2740.83,8222.49,Pix,Concluído
3066,5433,2021-04-01,5,iPhone 13 Pro (256GB),Apple,4,9799.31,39197.24,Débito,Concluído
3067,6985,2021-04-01,1,Apple Watch Series 7,Apple,2,4193.4,8386.8,Crédito,Concluído
3068,7315,2021-04-01,1,iPhone 12 mini (64GB),Apple,4,6066.53,24266.12,Crédito,Concluído
3069,7613,2021-04-01,1,Amazon Echo Dot (4th Gen),Amazon,3,5875.13,17625.39,Débito,Concluído
3070,7737,2021-04-01,1,Acer Predator Helios 300,Acer,5,6736.57,33682.85,Crédito,Concluído
3071,8295,2021-04-01,4,HP Spectre x360,HP,3,8690.78,26072.34,Pix,Concluído
3072,8438,2021-04-01,4,Samsung Galaxy Watch 4,Samsung,2,2612.42,5224.84,Pix,Concluído
3073,8452,2021-04-01,1,Jabra Elite 85t,Jabra,4,2253.1,9012.4,Crédito,Concluído
3074,8664,2021-04-01,2,OnePlus 9 Pro,OnePlus,5,7409.26,37046.3,Crédito,Concluído
3075,8817,2021-04-01,4,Jabra Elite 85t,Jabra,4,2572.55,10290.2,Débito,Concluído
3076,9631,2021-04-01,1,iPhone 12 mini (64GB),Apple,3,2222.1,6666.3,Pix,Concluído
3077,9746,2021-04-01,1,Nintendo Switch OLED,Nintendo,3,1882.62,5647.86,Crédito,Concluído
3078,10751,2021-04-01,1,iPhone 13 (128GB),Apple,2,1298.58,2597.16,Débito,Concluído
3079,11996,2021-04-01,5,Samsung Galaxy Watch 4,Samsung,4,3035.66,12142.64,Débito,Concluído
3080,82,2021-04-02,2,iPhone 13 Pro (256GB),Apple,4,2078.37,8313.48,Crédito,Concluído
3081,584,2021-04-02,3,Apple AirPods Pro,Apple,2,6442.52,12885.04,Débito,Concluído
3082,755,2021-04-02,3,iPhone 11 Pro Max (512GB),Apple,3,2188.47,6565.41,Crédito,Concluído
3083,1057,2021-04-02,2,Alienware x17,Alienware,5,2929.16,14645.8,Pix,Concluído
3084,1289,2021-04-02,1,HP Spectre x360,HP,3,2089.22,6267.66,Débito,Concluído
3085,1865,2021-04-02,3,Google Pixel 6 Pro,Google,1,2939.49,2939.49,Débito,Concluído
3086,2076,2021-04-02,5,iPhone 13 mini (128GB),Apple,2,6628.92,13257.84,Crédito,Concluído
3087,2314,2021-04-02,3,Xbox Series X,Microsoft,1,5957.5,5957.5,Débito,Concluído
3088,2344,2021-04-02,4,Bose QuietComfort 45,Bose,4,8065.44,32261.76,Pix,Concluído
3089,2479,2021-04-02,2,iPhone 12 Pro (256GB),Apple,3,3841.72,11525.16,Pix,Concluído
3090,3093,2021-04-02,4,Bose QuietComfort 45,Bose,2,5675.49,11350.98,Crédito,Concluído
3091,3297,2021-04-02,4,Razer Blade 15,Razer,3,6914.2,20742.6,Pix,Concluído
3092,3938,2021-04-02,4,iPhone 13 Pro (256GB),Apple,2,9225.24,18450.48,Débito,Concluído
3093,4496,2021-04-02,1,LG C1 OLED TV,LG,5,2830.66,14153.3,Crédito,Concluído
3094,4824,2021-04-02,2,Jabra Elite 85t,Jabra,4,2084.17,8336.68,Débito,Concluído
3095,5391,2021-04-02,5,iPhone 13 Pro (256GB),Apple,5,9821.23,49106.15,Crédito,Concluído
3096,5917,2021-04-02,2,PlayStation 5,Sony,5,7799.2,38996.0,Débito,Concluído
3097,5921,2021-04-02,5,Garmin Fenix 7,Garmin,3,1750.01,5250.03,Débito,Concluído
3098,5981,2021-04-02,2,Nintendo Switch OLED,Nintendo,4,2779.46,11117.84,Pix,Concluído
3099,6015,2021-04-02,3,OnePlus 9 Pro,OnePlus,1,3587.62,3587.62,Pix,Concluído
3100,6947,2021-04-02,1,Apple MacBook Pro 16,Apple,3,6720.43,20161.29,Pix,Concluído
3101,7773,2021-04-02,2,Google Pixel 6 Pro,Google,4,5181.98,20727.92,Débito,Concluído
3102,7810,2021-04-02,4,iPhone 13 mini (128GB),Apple,5,8159.39,40796.95,Débito,Concluído
3103,7854,2021-04-02,2,iPhone 13 Pro (256GB),Apple,5,3693.92,18469.6,Crédito,Concluído
3104,7923,2021-04-02,2,PlayStation 5,Sony,5,4012.98,20064.9,Crédito,Concluído
3105,8420,2021-04-02,4,Fitbit Charge 5,Fitbit,3,5298.99,15896.97,Crédito,Concluído
3106,8495,2021-04-02,4,iPhone 12 mini (64GB),Apple,5,4935.19,24675.95,Crédito,Concluído
3107,8600,2021-04-02,3,Dell XPS 17,Dell,2,2092.81,4185.62,Crédito,Concluído
3108,8800,2021-04-02,2,Fitbit Charge 5,Fitbit,1,6628.98,6628.98,Crédito,Concluído
3109,9231,2021-04-02,1,iPhone 12 (128GB),Apple,2,4236.83,8473.66,Débito,Concluído
3110,9329,2021-04-02,2,Apple Watch Series 7,Apple,1,2984.19,2984.19,Pix,Concluído
3111,9729,2021-04-02,5,Amazon Echo Dot (4th Gen),Amazon,2,1446.45,2892.9,Débito,Concluído
3112,10221,2021-04-02,2,Google Pixel 6 Pro,Google,1,5016.36,5016.36,Crédito,Concluído
3113,10332,2021-04-02,5,iPhone 12 Pro Max (512GB),Apple,2,1884.46,3768.92,Débito,Concluído
3114,10372,2021-04-02,4,Microsoft Surface Laptop 4,Microsoft,5,6479.73,32398.65,Crédito,Concluído
3115,11367,2021-04-02,3,Bose QuietComfort 45,Bose,4,4150.75,16603.0,Pix,Concluído
3116,11769,2021-04-02,4,Xbox Series X,Microsoft,2,1245.23,2490.46,Pix,Concluído
3117,173,2021-04-03,3,Jabra Elite 85t,Jabra,1,8238.21,8238.21,Crédito,Concluído
3118,446,2021-04-03,5,Google Nest Audio,Google,5,4981.83,24909.15,Crédito,Concluído
3119,1092,2021-04-03,2,Garmin Fenix 7,Garmin,2,7028.47,14056.94,Débito,Concluído
3120,1390,2021-04-03,1,Apple Watch Series 7,Apple,1,2787.51,2787.51,Crédito,Concluído
3121,1690,2021-04-03,2,iPhone 13 mini (128GB),Apple,5,8083.94,40419.7,Crédito,Concluído
3122,2144,2021-04-03,3,Sony WH-1000XM4,Sony,4,2200.11,8800.44,Pix,Concluído
3123,2151,2021-04-03,1,Sennheiser Momentum 3,Sennheiser,4,8434.84,33739.36,Pix,Concluído
3124,2200,2021-04-03,5,Google Pixel 6 Pro,Google,4,9477.74,37910.96,Crédito,Concluído
3125,2311,2021-04-03,5,Xbox Series X,Microsoft,2,8309.12,16618.24,Débito,Concluído
3126,3173,2021-04-03,5,Jabra Elite 85t,Jabra,5,2746.93,13734.65,Pix,Concluído
3127,3276,2021-04-03,2,LG OLED C1 TV,LG,1,3402.84,3402.84,Débito,Concluído
3128,3320,2021-04-03,2,Microsoft Surface Laptop 4,Microsoft,5,7587.22,37936.1,Pix,Concluído
3129,4710,2021-04-03,1,Sennheiser Momentum 3,Sennheiser,5,9810.29,49051.45,Débito,Concluído
3130,4724,2021-04-03,2,Acer Predator Helios 300,Acer,4,6293.2,25172.8,Débito,Concluído
3131,5154,2021-04-03,4,Alienware x17,Alienware,1,8995.09,8995.09,Pix,Concluído
3132,5594,2021-04-03,1,iPhone 13 mini (128GB),Apple,1,4846.76,4846.76,Crédito,Concluído
3133,5830,2021-04-03,2,Garmin Fenix 7,Garmin,4,2517.72,10070.88,Pix,Concluído
3134,5915,2021-04-03,5,Razer Blade 15,Razer,2,8307.67,16615.34,Crédito,Concluído
3135,6403,2021-04-03,5,Garmin Fenix 7,Garmin,3,7257.26,21771.78,Pix,Concluído
3136,6641,2021-04-03,4,Microsoft Surface Laptop 4,Microsoft,5,1678.19,8390.95,Crédito,Concluído
3137,7223,2021-04-03,1,iPhone 13 mini (128GB),Apple,2,4808.05,9616.1,Crédito,Concluído
3138,7324,2021-04-03,2,iPhone 13 mini (128GB),Apple,3,8305.96,24917.88,Débito,Concluído
3139,7563,2021-04-03,3,HP Spectre x360,HP,3,4599.58,13798.74,Pix,Concluído
3140,7685,2021-04-03,5,Dell XPS 17,Dell,5,7681.02,38405.1,Débito,Concluído
3141,7979,2021-04-03,1,iPhone 12 mini (64GB),Apple,4,9831.82,39327.28,Débito,Concluído
3142,8172,2021-04-03,3,Samsung Galaxy Watch 4,Samsung,2,3754.18,7508.36,Débito,Concluído
3143,8287,2021-04-03,1,Asus ROG Strix G15,Asus,5,6375.06,31875.3,Débito,Concluído
3144,8774,2021-04-03,2,iPhone 13 (128GB),Apple,3,6396.85,19190.55,Pix,Concluído
3145,9744,2021-04-03,4,Sony WH-1000XM4,Sony,2,9359.91,18719.82,Crédito,Concluído
3146,10354,2021-04-03,1,iPhone 13 mini (128GB),Apple,3,1538.55,4615.65,Crédito,Concluído
3147,10710,2021-04-03,4,OnePlus 9 Pro,OnePlus,4,1290.76,5163.04,Débito,Concluído
3148,11170,2021-04-03,1,iPhone SE (2020),Apple,5,6366.49,31832.45,Pix,Concluído
3149,11623,2021-04-03,1,Amazon Echo Dot (4th Gen),Amazon,5,5586.79,27933.95,Pix,Concluído
3150,11721,2021-04-03,3,Razer Blade 15,Razer,4,3803.57,15214.28,Pix,Concluído
3151,11913,2021-04-03,1,Garmin Fenix 7,Garmin,5,2135.64,10678.2,Débito,Concluído
3152,219,2021-04-04,5,LG OLED C1 TV,LG,5,3912.46,19562.3,Pix,Concluído
3153,352,2021-04-04,3,iPhone 12 mini (64GB),Apple,1,2875.2,2875.2,Crédito,Concluído
3154,786,2021-04-04,1,iPhone 12 mini (64GB),Apple,1,1794.88,1794.88,Débito,Concluído
3155,2852,2021-04-04,3,PlayStation 5,Sony,1,2064.7,2064.7,Débito,Concluído
3156,2972,2021-04-04,5,iPhone 12 Pro Max (512GB),Apple,5,1079.9,5399.5,Débito,Concluído
3157,3160,2021-04-04,5,iPhone 11 (128GB),Apple,1,6774.52,6774.52,Pix,Concluído
3158,3781,2021-04-04,2,Samsung QN90A Neo QLED TV,Samsung,5,8996.72,44983.6,Crédito,Concluído
3159,4064,2021-04-04,3,Samsung Galaxy Watch 4,Samsung,5,3269.94,16349.7,Crédito,Concluído
3160,4449,2021-04-04,5,Lenovo ThinkPad X1 Carbon,Lenovo,4,9281.44,37125.76,Crédito,Concluído
3161,4600,2021-04-04,4,Google Pixel 6 Pro,Google,3,3162.64,9487.92,Crédito,Concluído
3162,5322,2021-04-04,1,Samsung QN90A Neo QLED TV,Samsung,3,5933.72,17801.16,Débito,Concluído
3163,5443,2021-04-04,5,iPhone 11 (128GB),Apple,5,1876.32,9381.6,Pix,Concluído
3164,5457,2021-04-04,2,Garmin Fenix 7,Garmin,4,2792.58,11170.32,Crédito,Concluído
3165,5520,2021-04-04,1,Bose QuietComfort 45,Bose,2,2490.29,4980.58,Crédito,Concluído
3166,5865,2021-04-04,3,Apple AirPods Pro,Apple,4,3479.05,13916.2,Débito,Concluído
3167,5867,2021-04-04,1,iPhone 11 Pro (256GB),Apple,1,2606.82,2606.82,Débito,Concluído
3168,6025,2021-04-04,2,iPhone 12 Pro Max (512GB),Apple,2,3107.91,6215.82,Pix,Concluído
3169,6143,2021-04-04,4,Sony Xperia 1 III,Sony,5,4097.67,20488.35,Débito,Concluído
3170,6401,2021-04-04,5,Sony Xperia 1 III,Sony,1,1249.88,1249.88,Pix,Concluído
3171,6463,2021-04-04,3,Sony Xperia 1 III,Sony,5,3005.45,15027.25,Débito,Concluído
3172,7061,2021-04-04,1,LG C1 OLED TV,LG,3,6355.46,19066.38,Débito,Concluído
3173,7917,2021-04-04,1,Sennheiser Momentum 3,Sennheiser,5,8139.63,40698.15,Crédito,Concluído
3174,8529,2021-04-04,3,iPhone 11 (128GB),Apple,2,8551.11,17102.22,Pix,Concluído
3175,8640,2021-04-04,1,Acer Predator Helios 300,Acer,4,3305.15,13220.6,Crédito,Concluído
3176,9211,2021-04-04,4,LG C1 OLED TV,LG,5,4842.32,24211.6,Crédito,Concluído
3177,9969,2021-04-04,3,iPhone 12 mini (64GB),Apple,1,6416.5,6416.5,Crédito,Concluído
3178,9987,2021-04-04,3,Xbox Series X,Microsoft,1,9183.04,9183.04,Débito,Concluído
3179,10244,2021-04-04,3,Samsung QN90A Neo QLED TV,Samsung,2,1933.36,3866.72,Crédito,Concluído
3180,10482,2021-04-04,2,iPhone 13 Pro (256GB),Apple,2,6187.15,12374.3,Crédito,Concluído
3181,10644,2021-04-04,3,iPhone 13 Pro Max (512GB),Apple,3,1808.04,5424.12,Débito,Concluído
3182,10876,2021-04-04,2,Apple MacBook Pro 16,Apple,4,3141.32,12565.28,Crédito,Concluído
3183,11129,2021-04-04,2,Sony A90J OLED TV,Sony,2,7505.55,15011.1,Pix,Concluído
3184,11552,2021-04-04,5,Sony WH-1000XM4,Sony,4,2480.25,9921.0,Pix,Concluído
3185,11825,2021-04-04,4,Razer Blade 15,Razer,4,1275.61,5102.44,Crédito,Concluído
3186,11909,2021-04-04,2,iPhone 12 Pro Max (512GB),Apple,5,2099.5,10497.5,Débito,Concluído
3187,11985,2021-04-04,2,Xbox Series X,Microsoft,5,6081.88,30409.4,Crédito,Concluído
3188,239,2021-04-05,2,Fitbit Charge 5,Fitbit,5,6065.94,30329.7,Crédito,Concluído
3189,534,2021-04-05,2,iPhone 13 Pro (256GB),Apple,5,4774.23,23871.15,Débito,Concluído
3190,585,2021-04-05,1,Google Nest Audio,Google,5,4745.04,23725.2,Pix,Concluído
3191,696,2021-04-05,3,Sony A90J OLED TV,Sony,4,1378.92,5515.68,Débito,Concluído
3192,1554,2021-04-05,2,Sony Xperia 1 III,Sony,1,2634.83,2634.83,Pix,Concluído
3193,1672,2021-04-05,4,Razer Blade 15,Razer,3,1920.27,5760.81,Pix,Concluído
3194,1956,2021-04-05,5,Bose QuietComfort 45,Bose,2,4929.73,9859.46,Pix,Concluído
3195,1960,2021-04-05,2,Apple MacBook Pro 16,Apple,5,8880.58,44402.9,Pix,Concluído
3196,2556,2021-04-05,2,Bose QuietComfort 45,Bose,1,1197.33,1197.33,Crédito,Concluído
3197,2700,2021-04-05,5,Xbox Series X,Microsoft,5,6531.93,32659.65,Débito,Concluído
3198,2912,2021-04-05,5,Amazon Echo Dot (4th Gen),Amazon,1,2878.99,2878.99,Pix,Concluído
3199,3241,2021-04-05,2,Bose QuietComfort 45,Bose,5,3969.1,19845.5,Débito,Concluído
3200,3287,2021-04-05,2,Bose QuietComfort 45,Bose,1,2850.59,2850.59,Pix,Concluído
3201,3832,2021-04-05,3,iPhone 13 Pro Max (512GB),Apple,1,1446.69,1446.69,Pix,Concluído
3202,4258,2021-04-05,5,iPhone 13 mini (128GB),Apple,2,9228.48,18456.96,Crédito,Concluído
3203,4388,2021-04-05,5,LG C1 OLED TV,LG,4,3689.43,14757.72,Crédito,Concluído
3204,4763,2021-04-05,5,Lenovo ThinkPad X1 Carbon,Lenovo,1,3306.51,3306.51,Crédito,Concluído
3205,5283,2021-04-05,5,Samsung Galaxy Watch 4,Samsung,1,3579.23,3579.23,Débito,Concluído
3206,5810,2021-04-05,2,iPhone 11 (128GB),Apple,2,1608.93,3217.86,Débito,Concluído
3207,5934,2021-04-05,1,iPhone 11 Pro (256GB),Apple,4,5194.33,20777.32,Débito,Concluído
3208,6466,2021-04-05,2,Samsung Galaxy S21 Ultra,Samsung,2,1507.15,3014.3,Pix,Concluído
3209,6565,2021-04-05,3,Asus ROG Strix G15,Asus,5,9065.65,45328.25,Débito,Concluído
3210,7422,2021-04-05,3,Razer Blade 15,Razer,2,5300.19,10600.38,Pix,Concluído
3211,7929,2021-04-05,1,Lenovo ThinkPad X1 Carbon,Lenovo,3,6060.74,18182.22,Pix,Concluído
3212,8061,2021-04-05,4,HP Spectre x360,HP,2,5294.01,10588.02,Débito,Concluído
3213,8173,2021-04-05,4,Sony Xperia 1 III,Sony,3,5940.34,17821.02,Pix,Concluído
3214,8265,2021-04-05,3,Sony WH-1000XM4,Sony,4,1292.68,5170.72,Pix,Concluído
3215,8732,2021-04-05,3,HP Spectre x360,HP,2,6502.3,13004.6,Crédito,Concluído
3216,8853,2021-04-05,5,Samsung Galaxy S21 Ultra,Samsung,1,2796.68,2796.68,Crédito,Concluído
3217,9026,2021-04-05,1,HP Spectre x360,HP,1,5779.44,5779.44,Débito,Concluído
3218,9085,2021-04-05,1,LG C1 OLED TV,LG,1,8985.0,8985.0,Débito,Concluído
3219,9400,2021-04-05,3,Samsung Galaxy S21 Ultra,Samsung,1,1322.58,1322.58,Débito,Concluído
3220,9554,2021-04-05,5,iPhone 12 (128GB),Apple,5,7036.34,35181.7,Crédito,Concluído
3221,10180,2021-04-05,3,PlayStation 5,Sony,3,2283.74,6851.22,Pix,Concluído
3222,10727,2021-04-05,5,Nintendo Switch OLED,Nintendo,4,3372.03,13488.12,Pix,Concluído
3223,11383,2021-04-05,2,Sony A90J OLED TV,Sony,5,1426.75,7133.75,Pix,Concluído
3224,11453,2021-04-05,2,Nintendo Switch OLED,Nintendo,3,6571.54,19714.62,Pix,Concluído
3225,11577,2021-04-05,5,LG C1 OLED TV,LG,1,7385.52,7385.52,Crédito,Concluído
3226,11673,2021-04-05,3,iPhone 11 Pro (256GB),Apple,4,4186.26,16745.04,Pix,Concluído
3227,293,2021-04-06,3,Apple Watch Series 7,Apple,3,7368.42,22105.26,Crédito,Concluído
3228,421,2021-04-06,5,iPhone 13 Pro (256GB),Apple,1,3034.52,3034.52,Pix,Concluído
3229,866,2021-04-06,3,iPhone 12 Pro (256GB),Apple,1,2989.78,2989.78,Crédito,Concluído
3230,991,2021-04-06,3,iPhone 11 Pro (256GB),Apple,3,4884.54,14653.62,Crédito,Concluído
3231,1337,2021-04-06,3,Xbox Series X,Microsoft,2,4355.16,8710.32,Débito,Concluído
3232,1516,2021-04-06,5,Lenovo ThinkPad X1 Carbon,Lenovo,3,9324.86,27974.58,Crédito,Concluído
3233,1892,2021-04-06,1,Asus ROG Strix G15,Asus,2,8064.95,16129.9,Crédito,Concluído
3234,2555,2021-04-06,4,OnePlus 9 Pro,OnePlus,4,7734.12,30936.48,Débito,Concluído
3235,2582,2021-04-06,2,Apple AirPods Pro,Apple,2,8064.89,16129.78,Débito,Concluído
3236,2642,2021-04-06,5,Bose QuietComfort 45,Bose,5,3708.1,18540.5,Débito,Concluído
3237,4161,2021-04-06,2,PlayStation 5,Sony,1,3214.33,3214.33,Crédito,Concluído
3238,4508,2021-04-06,5,Apple AirPods Pro,Apple,5,4403.56,22017.8,Pix,Concluído
3239,4619,2021-04-06,2,iPhone 13 Pro (256GB),Apple,5,2166.2,10831.0,Pix,Concluído
3240,4759,2021-04-06,1,iPhone 12 Pro Max (512GB),Apple,5,7962.99,39814.95,Crédito,Concluído
3241,4928,2021-04-06,2,LG C1 OLED TV,LG,5,1515.49,7577.45,Crédito,Concluído
3242,5853,2021-04-06,4,Apple MacBook Pro 16,Apple,5,3278.94,16394.7,Débito,Concluído
3243,5859,2021-04-06,2,Xbox Series X,Microsoft,4,2491.45,9965.8,Débito,Concluído
3244,6631,2021-04-06,5,Bose QuietComfort 45,Bose,1,6381.95,6381.95,Crédito,Concluído
3245,6893,2021-04-06,1,Google Pixel 6 Pro,Google,2,9762.11,19524.22,Crédito,Concluído
3246,7045,2021-04-06,1,Microsoft Surface Laptop 4,Microsoft,5,8675.78,43378.9,Crédito,Concluído
3247,9008,2021-04-06,2,Bose QuietComfort 45,Bose,3,4576.29,13728.87,Crédito,Concluído
3248,9577,2021-04-06,3,Xiaomi Mi 11 Ultra,Xiaomi,3,8589.63,25768.89,Pix,Concluído
3249,9997,2021-04-06,3,Sony WH-1000XM4,Sony,1,5610.88,5610.88,Pix,Concluído
3250,10740,2021-04-06,1,iPhone 11 Pro (256GB),Apple,5,6932.39,34661.95,Pix,Concluído
3251,11571,2021-04-06,3,Xbox Series X,Microsoft,4,5703.81,22815.24,Débito,Concluído
3252,62,2021-04-07,4,Amazon Echo Dot (4th Gen),Amazon,1,1829.11,1829.11,Crédito,Concluído
3253,204,2021-04-07,2,HP Spectre x360,HP,2,7506.59,15013.18,Crédito,Concluído
3254,825,2021-04-07,1,iPhone 12 Pro (256GB),Apple,4,5873.64,23494.56,Débito,Concluído
3255,1261,2021-04-07,2,Razer Blade 15,Razer,5,5656.64,28283.2,Pix,Concluído
3256,1379,2021-04-07,4,iPhone 12 mini (64GB),Apple,3,3645.19,10935.57,Débito,Concluído
3257,1831,2021-04-07,2,iPhone 13 Pro Max (512GB),Apple,4,1738.87,6955.48,Débito,Concluído
3258,2233,2021-04-07,5,iPhone 11 (128GB),Apple,4,6676.89,26707.56,Crédito,Concluído
3259,2354,2021-04-07,3,iPhone 12 (128GB),Apple,2,8843.93,17687.86,Débito,Concluído
3260,2854,2021-04-07,3,Sony Xperia 1 III,Sony,4,4933.7,19734.8,Débito,Concluído
3261,2930,2021-04-07,4,PlayStation 5,Sony,5,2789.13,13945.65,Crédito,Concluído
3262,3105,2021-04-07,2,iPhone 12 (128GB),Apple,1,2147.03,2147.03,Débito,Concluído
3263,3112,2021-04-07,1,iPhone 12 Pro (256GB),Apple,1,2582.24,2582.24,Crédito,Concluído
3264,3441,2021-04-07,5,Xiaomi Mi 11 Ultra,Xiaomi,3,1833.29,5499.87,Crédito,Concluído
3265,4520,2021-04-07,1,iPhone 12 (128GB),Apple,2,6381.38,12762.76,Débito,Concluído
3266,5315,2021-04-07,3,Sony WH-1000XM4,Sony,3,3153.71,9461.13,Débito,Concluído
3267,5680,2021-04-07,1,Jabra Elite 85t,Jabra,1,9055.75,9055.75,Pix,Concluído
3268,6264,2021-04-07,4,Sony Xperia 1 III,Sony,3,8740.62,26221.86,Pix,Concluído
3269,6364,2021-04-07,4,PlayStation 5,Sony,5,8632.67,43163.35,Pix,Concluído
3270,6671,2021-04-07,2,Google Nest Audio,Google,3,8497.12,25491.36,Pix,Concluído
3271,6808,2021-04-07,1,Garmin Fenix 7,Garmin,2,6383.36,12766.72,Crédito,Concluído
3272,7359,2021-04-07,5,iPhone 13 Pro (256GB),Apple,2,6105.54,12211.08,Crédito,Concluído
3273,7468,2021-04-07,2,Razer Blade 15,Razer,2,4935.63,9871.26,Pix,Concluído
3274,8004,2021-04-07,4,Jabra Elite 85t,Jabra,2,6055.36,12110.72,Débito,Concluído
3275,8099,2021-04-07,4,Sony A90J OLED TV,Sony,3,1536.22,4608.66,Débito,Concluído
3276,8233,2021-04-07,4,iPhone 12 Pro (256GB),Apple,3,9392.01,28176.03,Pix,Concluído
3277,8236,2021-04-07,5,Sony WH-1000XM4,Sony,5,8203.95,41019.75,Crédito,Concluído
3278,8609,2021-04-07,3,iPhone 13 Pro (256GB),Apple,5,3694.98,18474.9,Crédito,Concluído
3279,10199,2021-04-07,4,Xbox Series X,Microsoft,3,3852.7,11558.1,Crédito,Concluído
3280,10284,2021-04-07,2,Garmin Fenix 7,Garmin,5,1381.8,6909.0,Pix,Concluído
3281,10688,2021-04-07,4,iPhone 12 (128GB),Apple,4,3891.98,15567.92,Débito,Concluído
3282,11086,2021-04-07,1,Sennheiser Momentum 3,Sennheiser,1,1110.3,1110.3,Pix,Concluído
3283,11092,2021-04-07,3,Xbox Series X,Microsoft,5,7734.41,38672.05,Pix,Concluído
3284,11309,2021-04-07,3,iPhone 13 (128GB),Apple,5,6750.2,33751.0,Pix,Concluído
3285,11460,2021-04-07,1,iPhone 12 Pro (256GB),Apple,4,6302.59,25210.36,Débito,Concluído
3286,11786,2021-04-07,1,Asus ROG Strix G15,Asus,2,2821.96,5643.92,Débito,Concluído
3287,217,2021-04-08,5,Fitbit Charge 5,Fitbit,2,5962.31,11924.62,Crédito,Concluído
3288,379,2021-04-08,4,Sony A90J OLED TV,Sony,1,5523.47,5523.47,Débito,Concluído
3289,472,2021-04-08,1,Acer Predator Helios 300,Acer,5,5155.32,25776.6,Débito,Concluído
3290,940,2021-04-08,5,Apple MacBook Pro 16,Apple,5,4280.38,21401.9,Crédito,Concluído
3291,1048,2021-04-08,2,Apple MacBook Pro 16,Apple,3,1854.32,5562.96,Crédito,Concluído
3292,1156,2021-04-08,4,Xiaomi Mi 11 Ultra,Xiaomi,3,4242.52,12727.56,Débito,Concluído
3293,1544,2021-04-08,3,iPhone 13 Pro Max (512GB),Apple,5,6391.09,31955.45,Pix,Concluído
3294,1880,2021-04-08,1,iPhone 13 Pro (256GB),Apple,3,6392.07,19176.21,Débito,Concluído
3295,2035,2021-04-08,3,Microsoft Surface Laptop 4,Microsoft,2,1148.37,2296.74,Débito,Concluído
3296,2209,2021-04-08,1,Samsung Galaxy S21 Ultra,Samsung,3,8629.54,25888.62,Débito,Concluído
3297,2548,2021-04-08,1,Razer Blade 15,Razer,5,3055.01,15275.05,Pix,Concluído
3298,2570,2021-04-08,4,Samsung QN90A Neo QLED TV,Samsung,2,7070.19,14140.38,Pix,Concluído
3299,2591,2021-04-08,1,LG OLED C1 TV,LG,3,1351.45,4054.35,Débito,Concluído
3300,2688,2021-04-08,3,Dell XPS 17,Dell,4,2815.19,11260.76,Crédito,Concluído
3301,2734,2021-04-08,4,Google Nest Audio,Google,1,7235.34,7235.34,Débito,Concluído
3302,2765,2021-04-08,5,iPhone 11 (128GB),Apple,5,8312.2,41561.0,Crédito,Concluído
3303,2954,2021-04-08,1,iPhone 12 (128GB),Apple,5,7067.84,35339.2,Pix,Concluído
3304,3431,2021-04-08,5,Sony Xperia 1 III,Sony,2,5945.96,11891.92,Crédito,Concluído
3305,4235,2021-04-08,2,Bose QuietComfort 45,Bose,1,2726.72,2726.72,Débito,Concluído
3306,4413,2021-04-08,1,iPhone 13 (128GB),Apple,1,6598.6,6598.6,Crédito,Concluído
